"label","tweet_id"
"Volunteer or professional services","'591963985395617792'"
"Sympathy and emotional support","'591963986150727681'"
"Sympathy and emotional support","'591964011979264000'"
"Not related or irrelevant","'591964029809221632'"
"Other relevant information","'591963995071873026'"
"Sympathy and emotional support","'591964011710849025'"
"Not related or irrelevant","'591964069197914114'"
"Sympathy and emotional support","'591964079180226561'"
"Infrastructure damage","'591964898537660417'"
"Sympathy and emotional support","'591966439646466049'"
"Sympathy and emotional support","'591966530973216768'"
"Caution and advice","'591967031056039937'"
"Not related or irrelevant","'591968010987962368'"
"Money","'591968064155086848'"
"Sympathy and emotional support","'591968307269349376'"
"Missing, trapped, or found people","'591969327101911042'"
"Sympathy and emotional support","'591973557841698816'"
"Not related or irrelevant","'591974340117143553'"
"Displaced people","'591974839839133696'"
"Money","'591974966536609793'"
"Sympathy and emotional support","'591976370441420802'"
"Other relevant information","'591976978372169729'"
"Sympathy and emotional support","'591977989132259329'"
"Other relevant information","'591978174046740480'"
"Personal updates","'591978276119310336'"
"Other relevant information","'591979908982673408'"
"Sympathy and emotional support","'591980463369146368'"
"Other relevant information","'591980505714675713'"
"Other relevant information","'591981422732308481'"
"Not related or irrelevant","'591982981708906496'"
"Personal updates","'591984532225556480'"
"Response Efforts","'591985624187568128'"
"Other Relevant Information","'591985810066440192'"
"Response Efforts","'591986202418393088'"
"Other relevant information","'591986481926901760'"
"Not Relevant","'591986570716127232'"
"Response Efforts","'591986645567668224'"
"Not Relevant","'591986833191407617'"
"Response Efforts","'591986867626778624'"
"Other Relevant Information","'591987288713760769'"
"Other Relevant Information","'591987486672461824'"
"Sympathy and emotional support","'591987807058599936'"
"Not Relevant","'591987837592997888'"
"Other Relevant Information","'591987840797384704'"
"Sympathy and emotional support","'591987863643815936'"
"Response Efforts","'591988086659219456'"
"Other Relevant Information","'591988357439193091'"
"Response Efforts","'591989065555185664'"
"Sympathy and emotional support","'591990033978122240'"
"Response Efforts","'591990301255925760'"
"Other Relevant Information","'591990388103122946'"
"Response Efforts","'591990608874594305'"
"Response Efforts","'591990694153031682'"
"Response Efforts","'591990798469582849'"
"Response Efforts","'591990892984213504'"
"Not Relevant","'591991115596857345'"
"Not Relevant","'591991131874918400'"
"Response Efforts","'591991320903852032'"
"Response Efforts","'591991576227905536'"
"Not Relevant","'591991610285494272'"
"Not Relevant","'591991626291027969'"
"Not Relevant","'591991826418008065'"
"Response Efforts","'591992116420706304'"
"Response Efforts","'591992204937326592'"
"Not Relevant","'591992376144592896'"
"Response Efforts","'591992411787755520'"
"Urgent Needs","'591992454728912896'"
"Not Relevant","'591992484298756096'"
"Response Efforts","'591992656038858752'"
"Not Relevant","'591992718412226561'"
"Response Efforts","'591992853301039104'"
"Not Relevant","'591992889313460224'"
"Not Relevant","'591992985723772928'"
"Not Relevant","'591993375299010560'"
"Not Relevant","'591993435562749952'"
"Response Efforts","'591993592970752000'"
"Response Efforts","'591993621437665280'"
"Not Relevant","'591993923582627840'"
"Not Relevant","'591993989085024256'"
"Response Efforts","'591994152558133248'"
"Not Relevant","'591994272196464640'"
"Not Relevant","'591994276688568320'"
"Not Relevant","'591994286289199104'"
"Not Relevant","'591994400969916417'"
"Not Relevant","'591994740574269440'"
"Response Efforts","'591994925023105024'"
"Response Efforts","'591995006585470976'"
"Response Efforts","'591995228044722177'"
"Not Relevant","'591995218293043203'"
"Response Efforts","'591995253588004866'"
"Not Relevant","'591995294767816706'"
"Not Relevant","'591995701963390976'"
"Sympathy and emotional support","'591996242864967680'"
"Not Relevant","'591996245062733824'"
"Other Relevant Information","'591996734198263808'"
"Infrastructure Damage","'591996961991041025'"
"Response Efforts","'591997029611675651'"
"Response Efforts","'591997038876819456'"
"Other Relevant Information","'591997187862691840'"
"Not Relevant","'591997239033106432'"
"Response Efforts","'591997300454490112'"
"Not Relevant","'591997306930483200'"
"Other Relevant Information","'591997563298918400'"
"Response Efforts","'591997640159547392'"
"Not Relevant","'591998216524197890'"
"Other Relevant Information","'591998311877505024'"
"Not Relevant","'591998492685500416'"
"Not Relevant","'591998562600366080'"
"Response Efforts","'591998563351146496'"
"Not Relevant","'591998586776322048'"
"Not Relevant","'591998767131275265'"
"Not Relevant","'591999017778720768'"
"Not Relevant","'591999314844454912'"
"Not related or irrelevant","'592067753164451840'"
"Sympathy and emotional support","'592067754124967937'"
"Sympathy and emotional support","'592067758252232704'"
"Sympathy and emotional support","'592067774085787650'"
"Sympathy and emotional support","'592067779223629824'"
"Missing, trapped, or found people","'592067815873454080'"
"Sympathy and emotional support","'592067841328812033'"
"Sympathy and emotional support","'592067852330373120'"
"Sympathy and emotional support","'592067876967690240'"
"Sympathy and emotional support","'592067993544237058'"
"Injured or dead people","'592068008647991296'"
"Sympathy and emotional support","'592068030588387328'"
"Sympathy and emotional support","'592068059592024066'"
"Sympathy and emotional support","'592068088457076737'"
"Sympathy and emotional support","'592068107155415040'"
"Volunteer or professional services","'592068124708569088'"
"Sympathy and emotional support","'592068141825396736'"
"Injured or dead people","'592068149383573505'"
"Not Relevant","'592068172406198272'"
"Volunteer or professional services","'592068183609241600'"
"Not Relevant","'592068246779645952'"
"Sympathy and emotional support","'592068265393790976'"
"Volunteer or professional services","'592068276315815936'"
"Infrastructure and utilities","'592068281076318208'"
"Sympathy and emotional support","'592068286076030976'"
"Money","'592068299984412672'"
"Not related or irrelevant","'592068302588940289'"
"Not related or irrelevant","'592068328476127233'"
"Not related or irrelevant","'592068333379260416'"
"Money","'592068359858036737'"
"Sympathy and emotional support","'592068443186266114'"
"Sympathy and emotional support","'592068545103720448'"
"Sympathy and emotional support","'592068593958854657'"
"Injured or dead people","'592068594520887296'"
"Missing, trapped, or found people","'592068612254527488'"
"Missing, trapped, or found people","'592068622249394177'"
"Not related or irrelevant","'592068673197727744'"
"Money","'592068687177224192'"
"Money","'592068689006043137'"
"Missing, trapped, or found people","'592068716717842432'"
"Not related or irrelevant","'592068720475811841'"
"Not related or irrelevant","'592068739325034497'"
"Not Relevant","'592068774502760449'"
"Not related or irrelevant","'592068787668647937'"
"Money","'592068824368680961'"
"Not related or irrelevant","'592068844799139843'"
"Money","'592068851753472000'"
"Sympathy and emotional support","'592068857252192256'"
"Sympathy and emotional support","'592068860846559232'"
"Other relevant information","'592068902043136000'"
"Sympathy and emotional support","'592068917582893056'"
"Sympathy and emotional support","'592068929926799360'"
"Sympathy and emotional support","'592068969332396032'"
"Sympathy and emotional support","'592068989976748033'"
"Displaced people","'592068996788199425'"
"Not related or irrelevant","'592069023279415296'"
"Other relevant information","'592069037607247872'"
"Shelter and supplies","'592069083668959232'"
"Shelter and supplies","'592069088920272896'"
"Sympathy and emotional support","'592069095568343040'"
"Sympathy and emotional support","'592069123607293952'"
"Not related or irrelevant","'592069129340780544'"
"Missing, trapped, or found people","'592069165135044608'"
"Sympathy and emotional support","'592069177462120448'"
"Not related or irrelevant","'592069177982193667'"
"Not related or irrelevant","'592069182713278465'"
"Injured or dead people","'592069221514809344'"
"Sympathy and emotional support","'592069241261596672'"
"Other relevant information","'592069241932783616'"
"Sympathy and emotional support","'592069245728641025'"
"Sympathy and emotional support","'592069320886394880'"
"Sympathy and emotional support","'592069337529372672'"
"Money","'592069421243465731'"
